"customer","quarter","purchase","ret_expense","male","married","income","first_purchase","loyalty","lag_purchase","avg_order_value"
18,3,0,0,1,0,0,216.92,0,0,68.246666667
18,4,0,0,1,0,0,216.92,0,0,51.185
18,5,0,0,1,0,0,216.92,0,0,40.948
18,6,0,0,1,0,0,216.92,0,0,34.123333333
18,7,0,0,1,0,0,216.92,0,0,29.248571429
18,8,0,0,1,0,0,216.92,0,0,25.5925
18,9,0,0,1,0,0,216.92,0,0,22.748888889
18,10,0,0,1,0,0,216.92,0,0,20.474
18,11,0,0,1,0,0,216.92,0,0,18.612727273
19,2,0,1.40479663960394,1,0,0,100.17,1,1,96.83
19,3,1,0,1,0,0,100.17,1,0,99.11
19,4,1,24.0458544918747,1,0,0,100.17,1,1,121.5575
19,5,0,14.9198349062118,1,0,0,100.17,1,1,97.246
19,6,0,0,1,0,0,100.17,1,0,81.038333333
19,7,0,0,1,0,0,100.17,1,0,69.461428571
19,8,0,0,1,0,0,100.17,1,0,60.77875
19,9,0,0,1,0,0,100.17,1,0,54.025555556
19,10,0,0,1,0,0,100.17,1,0,48.623
19,11,0,0,1,0,0,100.17,1,0,44.202727273
20,2,0,3.62582015230484,0,0,1,81.13,1,1,48.175
20,3,1,0,0,0,1,81.13,1,0,78.743333333
20,4,1,11.982413020998,0,0,1,81.13,1,1,100.3775
20,5,1,21.5830503824758,0,0,1,81.13,1,1,122.674
20,6,1,12.8193831959978,0,0,1,81.13,1,1,151.60333333
20,7,1,11.5777304230818,0,0,1,81.13,1,1,169.02571429
20,8,0,27.7164204631886,0,0,1,81.13,1,1,147.8975
20,9,0,0,0,0,1,81.13,1,0,131.46444444
20,10,0,0,0,0,1,81.13,1,0,118.318
20,11,0,0,0,0,1,81.13,1,0,107.56181818
21,2,1,29.7937116845738,0,1,0,95.35,0,1,341.45
21,3,1,35.0813907586022,0,1,0,95.35,0,1,316.01666667
21,4,1,35.3289067969196,0,1,0,95.35,0,1,289.4225
21,5,1,30.0565039748441,0,1,0,95.35,0,1,268.978
21,6,1,21.056041117609,0,1,0,95.35,0,1,256.48
21,7,0,19.6172773775987,0,1,0,95.35,0,1,219.84
21,8,0,0,0,1,0,95.35,0,0,192.36
21,9,0,0,0,1,0,95.35,0,0,170.98666667
21,10,0,0,0,1,0,95.35,0,0,153.888
21,11,0,0,0,1,0,95.35,0,0,139.89818182
22,2,1,40.1993803389288,1,0,1,181.15,1,1,373.63
22,3,1,41.2543642518525,1,0,1,181.15,1,1,364.65
22,4,1,38.2924976722498,1,0,1,181.15,1,1,395.5225
22,5,1,43.8488314266864,1,0,1,181.15,1,1,432.202
22,6,1,36.8906752694328,1,0,1,181.15,1,1,417.55666667
22,7,1,43.5062488694069,1,0,1,181.15,1,1,406.54571429
22,8,1,44.5037706679889,1,0,1,181.15,1,1,379.7825
22,9,1,42.0293983578588,1,0,1,181.15,1,1,364.70555556
22,10,1,33.0606642952063,1,0,1,181.15,1,1,354.487
22,11,1,31.6315676895666,1,0,1,181.15,1,1,343.00636364
23,2,1,26.2664738102197,0,0,0,139.78,0,1,215.41
23,3,1,8.30955324517866,0,0,0,139.78,0,1,219.37666667
23,4,1,14.1372551608127,0,0,0,139.78,0,1,212.0525
23,5,0,23.6111589743984,0,0,0,139.78,0,1,169.642
23,6,0,0,0,0,0,139.78,0,0,141.36833333
23,7,0,0,0,0,0,139.78,0,0,121.17285714
23,8,0,0,0,0,0,139.78,0,0,106.02625
23,9,0,0,0,0,0,139.78,0,0,94.245555556
23,10,0,0,0,0,0,139.78,0,0,84.821
23,11,0,0,0,0,0,139.78,0,0,77.11
24,2,1,14.5849078870529,1,0,0,87.14,1,1,171.26
24,3,1,25.1437964574524,1,0,0,87.14,1,1,171.28333333
24,4,1,15.2468050819049,1,0,0,87.14,1,1,187.2
24,5,1,24.9905752246975,1,0,0,87.14,1,1,200.168
24,6,1,22.9317390436391,1,0,0,87.14,1,1,209.25166667
24,7,1,16.6614960250262,1,0,0,87.14,1,1,200.43428571
24,8,1,6.83188595475211,1,0,0,87.14,1,1,201.31
24,9,1,14.2377391362548,1,0,0,87.14,1,1,204.00111111
24,10,1,14.5606314200724,1,0,0,87.14,1,1,204.868
24,11,1,18.2572357150495,1,0,0,87.14,1,1,204.34727273
25,2,1,30.6517025955289,1,0,0,115.63,0,1,215.825
25,3,1,25.2119249381306,1,0,0,115.63,0,1,213.98333333
25,4,1,11.2498994032706,1,0,0,115.63,0,1,195.7
25,5,0,0,1,0,0,115.63,0,1,156.56
25,6,0,0,1,0,0,115.63,0,0,130.46666667
25,7,0,0,1,0,0,115.63,0,0,111.82857143
25,8,0,0,1,0,0,115.63,0,0,97.85
25,9,0,0,1,0,0,115.63,0,0,86.977777778
25,10,0,0,1,0,0,115.63,0,0,78.28
25,11,0,0,1,0,0,115.63,0,0,71.163636364
26,2,1,37.0532552979973,1,0,1,113.4,1,1,368.2
26,3,1,36.8115111903143,1,0,1,113.4,1,1,329.99
26,4,1,33.0279805417879,1,0,1,113.4,1,1,304.3425
26,5,1,33.6030400620922,1,0,1,113.4,1,1,288.528
26,6,1,29.9493424187061,1,0,1,113.4,1,1,281.62666667
26,7,0,13.2700216863032,1,0,1,113.4,1,1,241.39428571
26,8,0,3.42531498757232,1,0,1,113.4,1,0,211.22
26,9,0,0,1,0,1,113.4,1,0,187.75111111
26,10,0,0,1,0,1,113.4,1,0,168.976
26,11,0,0,1,0,1,113.4,1,0,153.61454545
27,2,1,31.0464554176779,1,1,1,97.82,0,1,292.315
27,3,1,40.1435306800111,1,1,1,97.82,0,1,285.31
27,4,0,18.5536359440428,1,1,1,97.82,0,1,213.9825
27,5,0,0,1,1,1,97.82,0,0,171.186
27,6,0,0,1,1,1,97.82,0,0,142.655
27,7,0,0,1,1,1,97.82,0,0,122.27571429
27,8,0,0,1,1,1,97.82,0,0,106.99125
27,9,0,0,1,1,1,97.82,0,0,95.103333333
27,10,0,0,1,1,1,97.82,0,0,85.593
27,11,0,0,1,1,1,97.82,0,0,77.811818182
28,2,0,0.432948071924139,1,1,1,145.22,1,1,107.505
28,3,0,0,1,1,1,145.22,1,0,71.67
28,4,0,0,1,1,1,145.22,1,0,53.7525
28,5,0,0,1,1,1,145.22,1,0,43.002
28,6,0,0,1,1,1,145.22,1,0,35.835
28,7,0,0,1,1,1,145.22,1,0,30.715714286
28,8,0,0,1,1,1,145.22,1,0,26.87625
28,9,0,0,1,1,1,145.22,1,0,23.89
28,10,0,0,1,1,1,145.22,1,0,21.501
28,11,0,0,1,1,1,145.22,1,0,19.546363636
29,2,1,39.1701628368054,0,1,1,114.15,1,1,275.145
29,3,1,49.9230525735069,0,1,1,114.15,1,1,317.97666667
29,4,1,44.0777544554671,0,1,1,114.15,1,1,312.23
29,5,1,39.0045586652956,0,1,1,114.15,1,1,301.724
29,6,1,19.9064795072037,0,1,1,114.15,1,1,287.46333333
29,7,1,27.1655441179272,0,1,1,114.15,1,1,282.32428571
29,8,1,27.6299086879999,0,1,1,114.15,1,1,271.65625
29,9,1,33.5810522857711,0,1,1,114.15,1,1,259.69
29,10,1,27.4665711777748,0,1,1,114.15,1,1,255.944
29,11,1,20.2932718350496,0,1,1,114.15,1,1,263.41363636
30,2,1,26.4236167619488,1,1,1,126.99,1,1,192.015
30,3,1,23.3610755739584,1,1,1,126.99,1,1,205.79
30,4,1,34.7861466000714,1,1,1,126.99,1,1,243.7425
30,5,1,16.9018446457772,1,1,1,126.99,1,1,243.858
30,6,1,31.598370366033,1,1,1,126.99,1,1,249.67833333
30,7,1,24.9347558748384,1,1,1,126.99,1,1,263.18142857
30,8,1,33.9474373309113,1,1,1,126.99,1,1,267.8925
30,9,1,28.2353044505092,1,1,1,126.99,1,1,263.73
30,10,1,32.6713478699718,1,1,1,126.99,1,1,260.231
30,11,0,34.7466083733937,1,1,1,126.99,1,1,236.57363636
31,2,1,29.5961188343042,0,0,0,60.75,1,1,231.83
31,3,1,14.021995571211,0,0,0,60.75,1,1,230.73
31,4,1,17.1359996117015,0,0,0,60.75,1,1,229.45
31,5,1,31.2354196563804,0,0,0,60.75,1,1,216.248
31,6,1,21.1132392996293,0,0,0,60.75,1,1,198.52666667
31,7,0,0.698148875951965,0,0,0,60.75,1,1,170.16571429
31,8,0,0,0,0,0,60.75,1,0,148.895
31,9,0,0,0,0,0,60.75,1,0,132.35111111
31,10,0,0,0,0,0,60.75,1,0,119.116
31,11,0,0,0,0,0,60.75,1,0,108.28727273
32,2,1,30.4412672851974,1,0,1,57.15,1,1,231.29
32,3,1,34.551659241873,1,0,1,57.15,1,1,224.01666667
32,4,1,22.9692265286969,1,0,1,57.15,1,1,221.71
32,5,0,16.8851594450093,1,0,1,57.15,1,1,177.368
32,6,0,0,1,0,1,57.15,1,0,147.80666667
32,7,0,0,1,0,1,57.15,1,0,126.69142857
32,8,0,0,1,0,1,57.15,1,0,110.855
32,9,0,0,1,0,1,57.15,1,0,98.537777778
32,10,0,0,1,0,1,57.15,1,0,88.684
32,11,0,0,1,0,1,57.15,1,0,80.621818182
33,2,0,3.48700667027662,1,0,1,123.85,1,1,79.115
33,3,0,0,1,0,1,123.85,1,0,52.743333333
33,4,0,0,1,0,1,123.85,1,0,39.5575
33,5,0,0,1,0,1,123.85,1,0,31.646
33,6,0,0,1,0,1,123.85,1,0,26.371666667
33,7,0,0,1,0,1,123.85,1,0,22.604285714
33,8,0,0,1,0,1,123.85,1,0,19.77875
33,9,1,0,1,0,1,123.85,1,0,35.485555556
33,10,1,1.65888040523801,1,0,1,123.85,1,1,50.969
33,11,1,9.36343260681644,1,0,1,123.85,1,1,65.192727273
34,2,1,31.9824067356814,0,0,0,113.09,1,1,251.275
34,3,1,28.0085758863893,0,0,0,113.09,1,1,230.26333333
34,4,1,18.5963756437814,0,0,0,113.09,1,1,211.7875
34,5,1,21.1811003062407,0,0,0,113.09,1,1,199.046
34,6,1,13.0350218515483,0,0,0,113.09,1,1,208.35833333
34,7,1,27.6750173408955,0,0,0,113.09,1,1,225.2
34,8,1,19.0557888773978,0,0,0,113.09,1,1,230.2475
34,9,1,40.9011500880379,0,0,0,113.09,1,1,244.40111111
34,10,0,9.48970262076568,0,0,0,113.09,1,1,219.961
34,11,0,0,0,0,0,113.09,1,0,199.96454545
35,2,1,23.9614532006554,1,0,0,128.3,0,1,234.49
35,3,1,16.9642827338165,1,0,0,128.3,0,1,240.31666667
35,4,1,15.397781330007,1,0,0,128.3,0,1,251.0075
35,5,1,26.7164741397581,1,0,0,128.3,0,1,278.72
35,6,1,26.772934776048,1,0,0,128.3,0,1,288.44
35,7,1,12.5275800734019,1,0,0,128.3,0,1,273.34714286
35,8,1,24.4824174507127,1,0,0,128.3,0,1,266.53125
35,9,0,22.013722669146,1,0,0,128.3,0,1,236.91666667
35,10,0,0,1,0,0,128.3,0,0,213.225
35,11,0,0,1,0,0,128.3,0,0,193.84090909
36,2,1,27.5611747033119,0,0,1,120.17,1,1,163.915
36,3,1,25.9394234367902,0,0,1,120.17,1,1,204.15
36,4,1,17.1514592383654,0,0,1,120.17,1,1,223.7475
36,5,1,25.228837023625,0,0,1,120.17,1,1,250.194
36,6,1,29.997471415433,0,0,1,120.17,1,1,244.33833333
36,7,1,24.6490588067441,0,0,1,120.17,1,1,257.68428571
36,8,1,15.3992386650924,0,0,1,120.17,1,1,268.70625
36,9,1,37.030081224745,0,0,1,120.17,1,1,271.51555556
36,10,1,24.8184709176344,0,0,1,120.17,1,1,269.722
36,11,1,26.4270107782884,0,0,1,120.17,1,1,268.2
37,2,1,16.5872545969772,1,0,0,135.29,1,1,238.295
37,3,0,18.3819849178144,1,0,0,135.29,1,1,158.86333333
37,4,0,0,1,0,0,135.29,1,0,119.1475
37,5,0,0,1,0,0,135.29,1,0,95.318
37,6,0,0,1,0,0,135.29,1,0,79.431666667
37,7,0,0,1,0,0,135.29,1,0,68.084285714
37,8,0,0,1,0,0,135.29,1,0,59.57375
37,9,0,0,1,0,0,135.29,1,0,52.954444444
37,10,0,0,1,0,0,135.29,1,0,47.659
37,11,0,0,1,0,0,135.29,1,0,43.326363636
38,2,1,23.9314939728692,1,0,1,109.17,0,1,204.175
38,3,0,6.68718464426986,1,0,1,109.17,0,1,136.11666667
38,4,0,0,1,0,1,109.17,0,0,102.0875
38,5,0,0,1,0,1,109.17,0,0,81.67
38,6,0,0,1,0,1,109.17,0,0,68.058333333
38,7,0,0,1,0,1,109.17,0,0,58.335714286
38,8,0,0,1,0,1,109.17,0,0,51.04375
38,9,0,0,1,0,1,109.17,0,0,45.372222222
38,10,0,0,1,0,1,109.17,0,0,40.835
38,11,0,0,1,0,1,109.17,0,0,37.122727273
39,2,1,13.4789678406404,1,0,0,121.66,1,1,160.045
39,3,1,11.6056363895122,1,0,0,121.66,1,1,207.99333333
39,4,1,28.5984628017559,1,0,0,121.66,1,1,213.3975
39,5,1,16.7218913932249,1,0,0,121.66,1,1,201.538
39,6,1,16.8728509816554,1,0,0,121.66,1,1,212.12166667
39,7,1,24.6665206191859,1,0,0,121.66,1,1,210.22428571
39,8,1,10.0769109810546,1,0,0,121.66,1,1,204.7775
39,9,1,11.7972307144491,1,0,0,121.66,1,1,203.47444444
39,10,1,32.2785572346196,1,0,0,121.66,1,1,208.025
39,11,1,15.7351429754823,1,0,0,121.66,1,1,209.36363636
40,2,1,25.8006986827923,0,0,1,71.08,0,1,328.635
40,3,1,32.6222993951065,0,0,1,71.08,0,1,312.70333333
40,4,1,36.6654643411951,0,0,1,71.08,0,1,313.2075
40,5,1,34.7359632523879,0,0,1,71.08,0,1,301.716
40,6,1,24.7498017584048,0,0,1,71.08,0,1,294.67166667
40,7,1,30.6204917621641,0,0,1,71.08,0,1,283.82285714
40,8,1,21.7134145729441,0,0,1,71.08,0,1,273.58375
40,9,1,33.1260889954446,0,0,1,71.08,0,1,264.27777778
40,10,0,32.5550642046953,0,0,1,71.08,0,1,237.85
40,11,0,0,0,0,1,71.08,0,0,216.22727273
41,2,1,8.43846466850421,0,0,1,108.25,0,1,181.25
41,3,1,23.5778779105879,0,0,1,108.25,0,1,208.45333333
41,4,1,29.435551134548,0,0,1,108.25,0,1,245.2525
41,5,1,25.3942751850488,0,0,1,108.25,0,1,261.708
41,6,1,20.9401798590003,0,0,1,108.25,0,1,250.57666667
41,7,1,25.5958811346542,0,0,1,108.25,0,1,242.11
41,8,1,26.5160517357801,0,0,1,108.25,0,1,233.835
41,9,1,30.2959901676757,0,0,1,108.25,0,1,239.39888889
41,10,1,11.2974130962565,0,0,1,108.25,0,1,252.306
41,11,1,13.7745140510506,0,0,1,108.25,0,1,248.68909091
42,2,1,25.9059754553439,1,0,1,158.36,0,1,203.7
42,3,1,25.7716704253034,1,0,1,158.36,0,1,238.19666667
42,4,1,30.4919430513558,1,0,1,158.36,0,1,261.175
42,5,1,32.8300591056088,1,0,1,158.36,0,1,268.866
42,6,1,8.2550780551383,1,0,1,158.36,0,1,272.79166667
42,7,1,33.6307266087856,1,0,1,158.36,0,1,264.28
42,8,1,21.9683693607671,1,0,1,158.36,0,1,260.15625
42,9,1,26.526921822692,1,0,1,158.36,0,1,256.40555556
42,10,1,22.8336958256456,1,0,1,158.36,0,1,256.299
42,11,1,30.3030408745273,1,0,1,158.36,0,1,250.46909091
43,2,1,25.3614421396438,0,0,1,187.14,1,1,204.325
43,3,0,10.813312854543,0,0,1,187.14,1,1,136.21666667
43,4,0,0,0,0,1,187.14,1,0,102.1625
43,5,0,0,0,0,1,187.14,1,0,81.73
43,6,1,0,0,0,1,187.14,1,0,90.258333333
43,7,1,23.2053857684635,0,0,1,187.14,1,1,116.13857143
43,8,1,13.6481650490606,0,0,1,187.14,1,1,133.25375
43,9,1,22.4267190017455,0,0,1,187.14,1,1,144.56888889
43,10,1,29.4658810625224,0,0,1,187.14,1,1,153.609
43,11,1,15.8965274920002,0,0,1,187.14,1,1,172.15909091
44,2,1,15.8873397984667,1,0,0,140.09,1,1,201.315
44,3,1,16.8633671084811,1,0,0,140.09,1,1,207.96333333
44,4,1,19.8973452179751,1,0,0,140.09,1,1,211.9075
44,5,0,25.7292110308108,1,0,0,140.09,1,1,169.526
44,6,0,0,1,0,0,140.09,1,0,141.27166667
44,7,0,0,1,0,0,140.09,1,0,121.09
44,8,0,0,1,0,0,140.09,1,0,105.95375
44,9,0,0,1,0,0,140.09,1,0,94.181111111
44,10,0,0,1,0,0,140.09,1,0,84.763
44,11,0,0,1,0,0,140.09,1,0,77.057272727
45,2,0,18.1519715243036,1,0,1,82.26,1,1,143.355
45,3,0,0,1,0,1,82.26,1,0,95.57
45,4,0,0,1,0,1,82.26,1,0,71.6775
45,5,0,0,1,0,1,82.26,1,0,57.342
45,6,1,0,1,0,1,82.26,1,0,68.785
45,7,1,3.72332019941646,1,0,1,82.26,1,1,86.995714286
45,8,1,7.6783218445836,1,0,1,82.26,1,1,103.88
45,9,1,20.9117485859987,1,0,1,82.26,1,1,126.05555556
45,10,1,21.9394912937969,1,0,1,82.26,1,1,141.015
45,11,1,6.33965318842897,1,0,1,82.26,1,1,150.07545455
46,2,0,4.19430123355316,1,0,1,159.73,0,1,160.835
46,3,0,0,1,0,1,159.73,0,0,107.22333333
46,4,0,0,1,0,1,159.73,0,0,80.4175
46,5,0,0,1,0,1,159.73,0,0,64.334
46,6,0,0,1,0,1,159.73,0,0,53.611666667
46,7,0,0,1,0,1,159.73,0,0,45.952857143
